Fecha,banano,flores,total_sector_agro,oro,esmeraldas,total_sector_minero,textil,quimicos,papel,cuero ,alimentos,total_sector_industrial
01/05/1974,2.2,1.6,11.4,0,0.1,2.1,15.2,7.1,1,1.7,5.2,42.3
01/06/1974,2.1,1.3,12.8,0,0.3,3.5,16.1,7.9,0.9,1.9,3.6,41.8
01/07/1974,2,1.2,11.1,0,0.6,4.1,14,7.7,1,1.9,0.9,34.6
01/08/1974,2.2,1.1,9.1,0,0.5,1,12.1,5.6,1.3,1.7,9,41.2
01/09/1974,2.2,1.3,15,0,0.2,0.6,13.5,5.8,1.6,1.9,15,48.3
01/10/1974,2.8,0.9,11.5,0,1.3,1.5,7.8,6.1,1.4,1.9,17,44.8
01/11/1974,3.1,1.3,13.9,0,0.6,0.8,10.4,6.8,1.7,1.9,17.2,50.5
01/12/1974,2.8,1.5,11,0,0.3,0.6,10.2,10.9,1.6,2.2,17.5,57.2
01/01/1975,2.8,2.4,18.4,0,0.7,0.8,7.5,5,2,1.7,3.8,28.6
01/02/1975,2.4,1.5,19.5,0,0.6,0.7,6.5,4.4,1,0.9,25.1,46.9
01/03/1975,2.3,1.2,17,0,0.3,0.6,4.7,8,3.6,1.4,11.3,36
01/04/1975,3.1,1.7,23.8,0,0.8,1.1,6,4,1.6,1.6,5.9,29
01/05/1975,2.5,1.8,20,0,0.4,0.6,4.7,5.7,0.9,1.3,5,27
01/06/1975,2.3,1.7,20.8,0,1.3,1.5,7.8,3.9,0.8,1.7,9.8,31.4
01/07/1975,2.5,1.2,27.2,0,0.4,0.8,7.4,8.1,0.9,2.3,5.6,33.9
01/08/1975,2.2,0.9,20.6,0,3.1,3.7,9.8,4.2,1.5,1.8,10,34.8
01/09/1975,3.1,0.8,22.3,0,0.8,1,8.4,3.9,1,1.6,8.5,32.6
01/10/1975,0.5,1.5,10.5,0,0.3,0.6,10,2.6,1.4,1.8,11.1,39.3
01/11/1975,4.1,1.8,24.9,0,2.4,2.8,11.7,4.6,1,2.3,13.1,42.9
01/12/1975,3.7,2.9,27.7,0,1.1,1.7,9.9,6.1,3.2,2.5,10,41.1
01/01/1976,3.9,2.2,17.3,0,1.3,1.4,7.5,2.6,4.1,1.2,5,26
01/02/1976,2.7,1.1,21.7,0,0.7,1.8,9.1,2.9,1.6,1.7,1.6,26.8
01/03/1976,3.1,1.3,30.7,0,1.4,1.7,9.3,5.6,3.5,1.9,6.6,38.4
01/04/1976,3,1.9,25.9,0,1.4,1.7,9.8,3.9,2.2,2.3,1.6,30.5
01/05/1976,3.2,2.3,28.9,0,0.8,1.1,10.7,3.4,3.8,1.7,2.7,36.1
01/06/1976,2.5,1.5,25.1,0,0.5,0.8,11.4,6.3,2.4,2.5,1.2,37.6
01/07/1976,3.2,1.3,19.2,0,0.5,1.5,10.6,5.1,2.6,1.9,5,35.2
01/08/1976,3,1.4,16.9,0,1.1,1.4,14.3,5.1,2.4,3,9,49.5
01/09/1976,3.9,1.4,17.8,0,0.5,1.8,10.5,4.8,3.2,2.7,2.8,38.4
01/10/1976,3.9,2.2,17.4,0,0.5,0.8,16.1,4.6,2.9,1.9,7.3,44.4
01/11/1976,5.2,2.5,20.1,0,0.5,0.7,10.9,6.1,2,2.3,5.3,38.6
01/12/1976,3.1,2.5,16.7,0,1.8,2.2,8.3,3.2,4.4,2.2,3.3,31.3
01/01/1977,3,1.3,31.3,0,0,0.2,8.9,4.4,5.9,2.1,7.4,41.9
01/02/1977,4.3,2.5,19.6,0,1.9,2.1,5.9,3.9,5,1.4,2.3,31.8
01/03/1977,3,2.3,22.5,0,1.1,1.4,8,3.7,3.3,2.5,3.8,34.9
01/04/1977,4.1,4.5,22.6,0,1.6,1.8,10.3,3.7,3.3,3.4,2.8,37.1
01/05/1977,2.8,4.6,26,0,1.6,2.2,9.8,6.7,9.3,2.4,8.2,52.4
01/06/1977,3.2,2.8,38.3,0,0.2,0.3,5.9,4.7,6.2,2.5,6.4,36.4
01/07/1977,3.2,1.8,20.1,0,0,0.3,9.2,4.1,2.7,2.3,2.8,33.2
01/08/1977,3.4,2.8,26.4,0,4.6,5.1,11.9,4.8,3.8,2.8,4.2,45.3
01/09/1977,4.1,2.1,30.3,0,0.2,0.6,9.8,4.5,2.5,2.5,1.5,37.4
01/10/1977,4.1,0.9,20.3,0,1.7,2,11.6,4.5,3.5,3.9,1.6,40.6
01/11/1977,3.4,4.1,29.7,0,0,0.3,14.3,3.9,2.9,4.8,1.7,41.2
01/12/1977,7,3,42.2,0,5.1,5.4,20,6.1,4.1,4,2.3,58.1
01/01/1978,7.2,3.7,25.1,0,0.5,0.9,11.1,4.7,5.6,2.9,4.8,43.7
01/02/1978,6.3,3.4,23.4,0,0.5,0.9,10.4,4.4,5.1,2.7,4.5,40.8
01/03/1978,7.4,3.2,21.7,0,0.4,0.8,9.6,4.1,4.8,2.5,4.3,38.1
01/04/1978,7.5,3.2,21.8,0,0.4,0.8,9.7,4.1,4.8,2.5,4.3,38.2
01/05/1978,4.8,3.8,26.2,0,0.5,0.9,11.6,4.9,5.8,3,5.2,45.9
01/06/1978,5.5,4.1,27.8,0,0.6,1.1,12.3,5.1,6.2,3.3,5.6,48.9
01/07/1978,6.5,3,20.5,0,0.4,0.8,9.1,3.7,4.6,2.4,4.1,35.8
01/08/1978,6.5,4.3,29.7,0,0.6,1.1,13.1,5.4,6.6,3.5,5.8,51.8
01/09/1978,7.2,5,34.2,0,0.7,1.3,15.1,6.3,7.6,3.9,6.7,59.7
01/10/1978,6.5,4.9,33.4,0,0.7,1.3,14.8,6.2,7.5,3.8,6.5,58.4
01/11/1978,6.9,4.9,33.4,0,0.7,1.3,14.8,6.2,7.5,3.9,6.5,58.5
01/12/1978,8.2,4.2,28.8,0,0.6,1.1,12.8,5.3,6.4,3.4,5.8,50.8
01/01/1979,7.8,5.5,34.9,0,0,0.1,19.2,4.5,3,3.8,7,57.6
01/02/1979,4.8,3,23.8,0,0,0.5,13.6,4.1,3.3,3.2,12.4,52.7
01/03/1979,8.3,4.6,33.9,0,0,0.5,18.1,5.5,2.6,5.6,7.1,57.7
01/04/1979,7.2,8.6,36.5,0,0,0.2,15.1,5.6,3.5,4,11.3,57.1
01/05/1979,3.1,0.8,5.1,0,0,0.1,3.1,1.5,0.5,1.4,0.1,10.6
01/06/1979,7.8,9.2,37.9,0,0,1.2,20.5,7.4,4,4.4,10.3,77.2
01/07/1979,6.2,3.8,26.9,0,0,0.6,26.4,4.5,4.4,2.9,4.8,75.6
01/08/1979,6.1,3.9,19.9,0,0,0.5,13.3,5.9,4.5,2.5,5.5,64.5
01/09/1979,6.8,4.3,28.3,0,1.9,3.1,12.8,8,6.4,3,9.6,63
01/10/1979,9,7.4,35.8,0,0.1,0.7,27.7,9.3,7.7,3.7,8.7,94.8
01/11/1979,6.8,5.5,24.7,0,0,0.8,20.8,8.2,6,2.6,10.8,71
01/12/1979,5.8,11.5,32.6,0,0,1.5,17.6,8.1,7,5.8,11.3,65.7
01/01/1980,10,9.6,33.6,0,0,0.6,15.5,8.1,8,2.6,8.3,62.3
01/02/1980,5.3,5.9,22.4,0,0,0.9,17.7,5.1,5,2.1,8.2,54
01/03/1980,7.9,6.6,28.2,0,0,0.7,18.4,9.1,6,2.7,17.1,74.7
01/04/1980,0.9,11.6,37.2,0,0,1,19,5.6,4.3,3.6,16,68.3
01/05/1980,11.1,9.6,36,0,28.3,29.5,16.6,5.9,4.6,2.3,11.7,58.1
01/06/1980,7.7,6.7,41,0,6.2,7.8,15.5,7.1,4.6,2.5,1.8,54.4
01/07/1980,7.1,6.7,39.6,0,0,0.5,16.4,16,7,2.6,13,79.4
01/08/1980,8.5,8.7,39.4,0,11.1,12.4,24.1,7.9,5,4.4,19.9,86.4
01/09/1980,8.5,5.1,37.6,0,4,5.2,22.8,7.8,7.2,3.6,26,92.7
01/10/1980,5.5,9.1,34.1,0,2.9,3.5,21.8,6.4,6.4,3.8,38,105.4
01/11/1980,10.6,5.9,29.5,0,0,1,25.5,8.6,5.3,2.5,23.9,85.8
01/12/1980,11,11.7,49,0,8.5,9.7,23.2,10.3,7.6,3.6,44.1,122.6
01/01/1981,10.1,10.5,40.1,0,6,6.6,13.8,6.4,5.3,2.9,32.4,81.9
01/02/1981,8,11.2,31.9,0,0,0.8,14,8.2,10,2.1,14.6,66.5
01/03/1981,14,10.8,41.9,0,23.4,24,18.8,10.6,6.4,3.2,14.7,75
01/04/1981,9.4,8.9,47.8,0,0,0.7,16.7,7,9.1,2.7,24.1,79.1
01/05/1981,9.5,9,45.4,0,6,7.1,16.1,9,6.5,3.7,14.1,74.4
01/06/1981,8.4,9.3,32.8,0,7.5,7.9,12.4,9.4,7.1,3.5,3.6,64.6
01/07/1981,10.3,7.4,41.9,0,0,0.3,13,7.5,6.9,3.9,3.7,63.8
01/08/1981,6.1,6.8,35.4,0,3.6,4,17.8,7.5,8.4,3.5,6.4,71.2
01/09/1981,15.9,6.3,41.7,0,4.6,5.7,19.5,8.7,10.2,4.7,12.8,83.5
01/10/1981,10.2,8.6,39.8,0,5.8,6.5,16.5,6.8,7.3,4.5,8.9,71.3
01/11/1981,8.5,8.6,43.2,0,3.6,4.1,22.1,6.8,7.7,6.5,7,81.9
01/12/1981,12.1,11.1,45.2,0,3.7,4.4,24.2,6.9,6.2,5.6,11.8,83.9
01/01/1982,11.8,11.6,41.6,0,6.2,6.5,11.2,4.6,5.9,4.8,6.7,55.9
01/02/1982,10.9,8.8,37.9,0,4.6,5,17,7.8,6.4,4.1,8.4,67.3
01/03/1982,14.2,9.6,39.3,0,6.9,7.4,20.9,10.5,6.9,5.9,11.2,79.5
01/04/1982,13.7,12.1,46.2,0,2.5,3,19.2,8.3,4.3,6.1,6.6,65.2
01/05/1982,15.5,9.7,43,0,4.7,5,13.5,10.3,7.1,3.8,12.8,67.2
01/06/1982,12.5,10.6,39.4,0,1.6,1.8,17.8,7.4,6.9,5.6,5.8,68.5
01/07/1982,15.6,8,36.6,0,1.7,1.9,13.8,10.5,7.7,3.3,8.5,62.9
01/08/1982,11.1,5.7,25.1,0,4,4.3,16.4,7.5,6.3,6,6.5,65.8
01/09/1982,17.7,8.2,34.4,0,1.5,2.2,14.5,8.1,6.1,4,8.7,67.3
01/10/1982,10.2,8.6,26.5,0,5.4,5.7,10.6,8.2,6,3.3,12.8,63.2
01/11/1982,9,8.7,23.3,0,1.2,1.5,21.6,5.4,5.5,6,12.7,75.7
01/12/1982,9.1,9.7,27.5,0,0,0.4,20.1,8.2,5,7,5.8,71
01/01/1983,9.6,11.3,27.1,0,6.5,6.8,11.3,7.6,4.8,3.6,6.8,51.4
01/02/1983,8.6,11.4,30.1,0,2.1,2.8,11.5,7.5,5.5,3.4,13.1,56.1
01/03/1983,8.1,10.9,26.3,0,3.5,3.8,13.8,7.2,3.7,3.2,10,53
01/04/1983,13.5,12.5,35.9,0,3.5,4,8,7,5.1,2.4,7.4,43.4
01/05/1983,12.2,9.3,35,0,2.4,2.8,5.6,10.5,3.5,3.6,6.9,43.3
01/06/1983,8.3,10.8,30,0,3.8,4.9,8.5,7.8,2.9,3,9.9,41.9
01/07/1983,12.2,9.2,30.9,0,1.2,1.3,7.1,8.8,4.1,2.3,4.2,38
01/08/1983,10.4,7.5,27.5,0,2.1,2.6,9.5,11.3,4.1,3.9,16.5,61.5
01/09/1983,13.4,8.5,31.1,0,4.2,4.6,8.8,9.6,5.6,3.2,14.8,53
01/10/1983,19,9.1,34.8,0,3.8,4.1,10.6,10.2,5.1,1.7,17.5,56.3
01/11/1983,17.5,10.9,39.8,0,1.9,2.3,8.7,9.5,4.2,3.1,12.3,48.2
01/12/1983,14.9,9.3,34.3,0,0.2,0.4,7.6,9.6,8.3,1.9,20.9,60.7
01/01/1984,12,10.7,35,0,4.9,5,7.2,7.9,4.5,2.8,11.3,43.8
01/02/1984,17.8,13.4,46.8,0,1.9,2.1,8.2,9.2,7.2,2.2,6.4,43.3
01/03/1984,11.8,10.7,30.9,0,2.6,3.6,7.9,8.8,7,2.5,12.5,50.7
01/04/1984,18.5,13.8,39.7,0,1.6,2.9,6.2,5.8,5.2,1.9,6.4,34.1
01/05/1984,31,12.7,60.7,0,2.2,3.2,7.1,8.4,6.4,2.5,10.7,46.2
01/06/1984,13,9.3,34.7,0,2,4.1,7.6,6.3,5.4,2,13,45.8
01/07/1984,14.2,8.2,34.2,0,1.4,2.2,8.6,10.5,5.5,2.9,4.7,43.8
01/08/1984,19.2,8.1,36.5,0,1.7,2.2,6.9,9.4,6,3.1,13.3,48.9
01/09/1984,12.8,8.6,35,0,1.2,2.9,8.5,10.7,6.9,2.5,12,52.3
01/10/1984,13.8,11.1,34,0,2.1,3.1,9.7,9.2,5.8,2.9,6.1,46.4
01/11/1984,17.3,10.7,38.5,0,1.8,3,11.1,8.8,5.5,2.8,9.7,49.7
01/12/1984,16.6,12.2,37,0,1.6,3.2,11,12.8,6.2,2.8,7.1,53.8
01/01/1985,10.4,12.7,31,0,0.9,1.4,9.1,10.5,3.4,2.9,8.8,46
01/02/1985,15.4,12.9,39.9,0,1.9,2,6.7,6.6,6.3,4.4,5.6,41.1
01/03/1985,12.7,13.8,38.3,0,0.9,1.1,8.7,10.8,5.3,3,11.5,50.8
01/04/1985,13,10.8,42,0,1.1,1.3,8.9,7.8,4.8,3.3,9.2,45.7
01/05/1985,12.4,12,35.9,0,2.3,2.5,10,13,5.3,3.5,8.2,51.2
01/06/1985,16,13.5,40.8,0,1.7,3.9,8.6,9.3,5.9,4.1,12.4,52.4
01/07/1985,12.7,9,45.8,0,3.4,5.4,7.9,14.3,6.2,2.9,7.5,52.1
01/08/1985,9.6,10.8,30.8,0,3,5,10.1,13.1,6.4,5.6,11.8,62.2
01/09/1985,15.5,7.8,31,0,1.9,4,9.9,11.6,6.9,5.4,7.4,54.3
01/10/1985,17.8,11.2,39.4,0,1.7,3.6,9.8,11,8.6,5.6,13.1,66.2
01/11/1985,11.8,9.9,32.5,0,2.4,4.2,9.6,10.2,5.6,6.6,12.1,59.4
01/12/1985,9,7.6,28.3,0,4,6.3,9.1,11.7,8.6,7.2,10.7,61.2
01/01/1986,11.2,9.1,28.8,0,2.9,6.4,8.6,9.3,6.7,3.5,7,47.4
01/02/1986,19.7,14.1,45.4,0,3.1,3.7,11.9,9.9,5.6,3.8,14,58.2
01/03/1986,11.4,17,35.9,0,1.4,5.3,12.1,11.5,6.8,4,17.2,64.4
01/04/1986,10.5,10.1,28.2,0,1.7,5,10.7,10.7,6.1,6,9.5,56.6
01/05/1986,17.7,10.2,36.5,0,2.1,2.6,11.8,12.4,6.2,5.7,11.1,63.2
01/06/1986,9.4,13.7,30.1,0,3.4,4.6,11,10.1,5.7,5,12.2,62.4
01/07/1986,19.3,12,46.9,0,1.3,1.6,11.8,14.7,9.4,6.3,16.4,77.9
01/08/1986,25.5,5.2,47.7,0,5,5.7,14.6,11,7.9,6.8,13.5,75.2
01/09/1986,20.2,8.8,46.2,0,2.6,2.8,14.9,13.1,8.3,9.7,13.4,75.7
01/10/1986,17.4,15.7,42.5,0,5.3,8.2,14.3,12.2,9.1,9.8,17.5,82.9
01/11/1986,21.4,9.5,44,0,3.2,3.8,15.1,12.7,8.9,8.4,8.4,74.6
01/12/1986,16,23.3,55.3,0,5.2,5.7,13.5,14.8,8.8,8.1,14.1,78.9
01/01/1987,14,10.9,36.7,0,3.1,3.2,14.6,12,8.6,6.7,4.5,59.7
01/02/1987,15.6,14.1,37.6,0,3.1,4,12.1,11.2,7.5,6.1,10.8,61.8
01/03/1987,17.6,9.5,37.3,0,3.5,4.6,15.8,12.2,6.4,7.6,12.9,72.3
01/04/1987,16.2,8.7,36.2,0,1.1,2.1,15.3,14.4,8.2,6.5,9.7,73.3
01/05/1987,15.9,14.1,42,0,6.7,7.9,14.8,16.6,8.9,7.1,8.1,73.3
01/06/1987,24.5,12.9,49.6,0,4,5,14.6,15.3,11.8,7.1,11.6,82.4
01/07/1987,17.6,12.1,42.2,0,6.8,8.8,19.9,19.6,9.5,10.2,16.7,96.4
01/08/1987,17,11.5,51,0,2.7,3.6,15.3,16.7,10.4,9.2,7.7,81.1
01/09/1987,13.6,10.9,43.8,0,6.6,8.6,17.9,17.4,11.4,7.6,12,85.7
01/10/1987,19,13.7,47.3,0,6.9,9,17,18.6,13.3,8.6,7.1,84.3
01/11/1987,22.4,3.8,39.7,0,4.5,5.1,19.1,15.2,12.1,9.3,8.9,83.4
01/12/1987,16.9,22.8,55.9,0,10.4,13.4,19.5,22.2,14.9,11.8,13.2,107.4
01/01/1988,18,24,54.2,0,6.2,7.2,18.4,17.7,11.5,8.9,10.6,85.3
01/02/1988,21.8,11.1,49.7,0,5.8,8.6,15.9,18,8.9,8.6,8.4,76.4
01/03/1988,18.7,25.9,57.7,0,9.9,10.6,22.9,19.5,5.6,9.3,9,83.2
01/04/1988,23.8,17.5,51.5,0,7.6,8.9,13.1,9.9,5.3,8.5,11.6,64.7
01/05/1988,20.8,13.8,54.4,0,8.2,8.9,21.4,17.5,7.4,7.6,15.4,85.9
01/06/1988,24.6,13.7,63.6,0,6.5,10.9,18.1,14.5,5.9,10.7,12,79.8
01/07/1988,16.7,14,53.5,0,8.4,10.9,20.1,18.8,9.2,6.8,14.7,90.9
01/08/1988,18.1,12.5,46.2,0,6.1,6.5,32.8,21.2,12.8,12.2,16.8,114.6
01/09/1988,23.4,12.5,49.7,0,10.1,11.6,30.4,21.2,12.1,11.2,20.7,124.5
01/10/1988,18.3,13.3,41.1,0,6.9,8.6,28,17.5,10.1,11.5,19.6,108.6
01/11/1988,28.1,17.8,58.1,0,9.7,10.4,31.2,17.3,12.1,9.4,15.6,102.7
01/12/1988,20.3,14.5,47.6,0,5.1,6.5,34.9,20.9,11,11.2,18.3,117.7
01/01/1989,32.4,18.1,76.4,0,5.3,5.9,30.4,22.2,8,8,8.4,94.3
01/02/1989,23.2,16,55.1,0,7.1,7.6,30.5,15.7,8.1,8.5,9.5,86.7
01/03/1989,17.5,17.5,43.6,0,8.2,8.4,26,11.8,3.9,9,13.8,79.5
01/04/1989,16.3,22.5,60.4,0,8.2,8.6,23.7,15,6.4,11.7,12.7,94.1
01/05/1989,25,21.7,58.3,0,11.8,12.3,40.7,18.9,7.1,9.8,15.4,113.2
01/06/1989,23.1,24.1,67.2,0,11.6,12,40,20.8,7,10.8,12.6,130.3
01/07/1989,17.4,11.6,46.3,0,7.2,7.7,33.2,14.6,15.3,11.7,26.6,121.6
01/08/1989,21.1,22,57.8,0,13,13.2,46.4,16.3,11.7,15,27.6,149.3
01/09/1989,19.8,15.3,46.1,0,9.3,10.1,29.8,14.9,9.3,12.8,26.3,115.4
01/10/1989,27.5,14.3,61.8,0,9.1,10,46,20.8,8.3,12.8,26.9,137.4
01/11/1989,28.9,16.6,60.9,0,6.7,7.7,36.8,11.5,8.1,10.8,20.1,114.1
01/12/1989,8.2,21.8,47.9,0,11.3,12.3,41.6,19,10.3,12.8,9,114.5
01/01/1990,22.9,14.3,57.4,0,5.9,6.4,21.9,13.4,8.9,9.6,27.3,103.7
01/02/1990,14.2,22.8,48,0,9.8,11.7,42.2,11.2,4.1,11.3,18.3,105.2
01/03/1990,22,11.6,56.6,0,8.5,8.7,45.3,13.5,8.9,12.7,13.3,118.3
01/04/1990,23.7,13.3,57,0,6.2,7,34,14.7,8.8,11.8,36.8,130
01/05/1990,25.5,19,65,0,4.2,4.8,46.6,19,10.8,14,15.7,132.1
01/06/1990,20.9,16.4,71.7,0,7.6,8.4,48.1,20.5,11.8,11.1,19.9,136.2
01/07/1990,28.2,18.4,70,0,9.7,12.5,77.9,23.2,10.6,12.5,21.5,172
01/08/1990,26.5,14.7,55.6,0,5.3,5.8,50.6,17,8.7,13.7,19.7,132.3
01/09/1990,31.4,32.2,84.4,0,19.3,20.5,35.9,24.2,14.4,19.6,29.8,161
01/10/1990,39.2,11.3,83.1,0,10.4,12.9,61.4,30.9,11.1,19.5,22.5,188.3
01/11/1990,33.2,27.2,88.6,0,12.7,16.8,49.9,23.5,12.4,19.7,28.9,173.1
01/12/1990,30.4,27.7,80.9,0,13.3,16.7,58,24,13,15.3,15.4,161.9
01/01/1991,27.3,24.6,82.5,0,3.6,6.7,46.8,28.6,10.3,14.1,16.6,146
01/02/1991,22,30.4,86.9,0,13.6,16.8,78.5,21.8,10.7,22,11.3,176
01/03/1991,22.8,19.3,71.9,0,9.4,12.3,77.1,22.7,14.1,16.7,32.3,200.4
01/04/1991,38.9,29.8,101.5,0,20.1,23.3,102.3,32.6,15.1,21.4,15.1,240.6
01/05/1991,38.9,29.7,113.5,0,11.6,14.1,88.5,26.8,14.7,22.4,18.6,216.3
01/06/1991,35.4,21.8,98.9,0,11.2,13,48.5,32.6,11.9,14.8,19.5,163.4
01/07/1991,36.4,19.8,91.2,0,14.2,16.1,64.9,33.9,21.8,23.6,26.5,217.2
01/08/1991,33.8,17.7,81.5,0,10.9,11.9,60.1,27.7,14.1,20.3,30.9,189.4
01/09/1991,38.9,18.8,91.1,0,11.9,12.8,55.4,34.3,18.4,21.8,26.8,202.2
01/10/1991,46.7,21.7,105.3,0,14,15.5,49.2,31.6,17.5,29.3,24.5,196
01/11/1991,31.5,21.6,76.4,0,11.2,12.6,41.7,23.5,10.7,16.3,15.4,145.7
01/12/1991,32.4,24.4,102.5,0,11.1,14.2,49,28.9,16.3,20.6,16.8,177.9
01/01/1992,38.7,26.6,100.9,0,5.8,6.7,36.1,27.8,8.5,8.8,29.1,142.4
01/02/1992,39.7,36.9,111.7,0,12.7,13.8,42.7,27.7,9,15,22.1,156.7
01/03/1992,25.2,31.2,85.3,0,13.7,14.4,57,34.3,15,19.3,35,205.3
01/04/1992,31.6,26.3,86.8,0,8,8.7,39.3,25.2,12.1,12.7,21,143.2
01/05/1992,35.5,37.3,110.4,0,13.9,15.6,51.6,43.5,14.6,18,27.8,200.5
01/06/1992,38.7,27.5,90,0,12.1,15.8,52.3,29.6,12.4,17.1,37.3,189.1
01/07/1992,27.5,24.5,82.5,0,11,11.8,58.6,39.1,17.9,19.4,21.4,202
01/08/1992,26.9,21.4,75.7,0,17.1,18.1,59,29.5,17.7,16.9,29.4,197.3
01/09/1992,39.5,23.8,97.9,0,22.9,23.8,66.7,36.2,23.1,21.2,28,228.3
01/10/1992,32.8,26,84.5,0,17.4,19.5,60.6,37.1,19.1,21.5,29.6,216.1
01/11/1992,40.3,28.2,90.5,0,17.7,20.9,57.8,29,16.6,21.5,33.4,202.2
01/12/1992,30.9,30,79.4,0,27.4,28.1,51.6,30.8,18,16.9,31,188.7
01/01/1993,34.7,27.7,79.2,0,11.9,13.3,34.5,25.2,10.4,8.7,19.3,127.1
01/02/1993,42.2,37.8,93.7,0,22.4,23.3,50.2,29.1,15.1,14.3,26.7,170.8
01/03/1993,40.3,41.6,107.7,0,40.4,57.2,69.2,45.7,19.1,23.3,34.5,236.2
01/04/1993,33.6,29.4,86.5,0,29.8,30.6,52.7,31.7,16.7,22.2,45.4,212.5
01/05/1993,43.3,39.1,107,0,29.6,30.8,65.9,37.7,17.3,25.6,20.4,215.3
01/06/1993,34.3,33.8,91.7,0,45.9,48.3,68.4,39.5,15.5,24.7,19,217.6
01/07/1993,34.7,25.4,85,0,30.5,31.5,74.9,36.8,18.7,26.7,22,223.4
01/08/1993,29.1,27.2,74.9,0,45.6,46.5,65.9,39.2,18.5,19,23.6,218.5
01/09/1993,37.3,26,87.1,0,40.1,41.7,76.2,42.9,20.9,20.9,25.5,239.9
01/10/1993,29.1,26.3,74.3,0,37.2,38.5,57.4,34.4,15.2,18.1,22.5,192
01/11/1993,31.9,31,85.5,0,40.4,41.4,57.1,36.3,16.3,22,29.6,205.1
01/12/1993,34.9,34.2,90.1,0,25.8,26.3,60,42.5,14.8,16.3,45.6,233.8
01/01/1994,23.3,36.5,81.4,0,24.1,25,47.3,27.5,12.8,13.3,54.6,193.4
01/02/1994,40.8,38.7,98.9,0,34.6,40.1,55.5,46.9,15.7,16.6,22.8,206.9
01/03/1994,30.6,38.8,94.8,0.5,27.6,42.6,55.9,47.1,20.4,17.1,29.6,218.4
01/04/1994,49.5,40.9,113.4,0.4,27.2,45.6,57.9,44.9,16.8,21.8,33.5,222.5
01/05/1994,47,44.8,123.6,0.9,31,35.5,66.6,46.3,17,22.6,49.5,257.7
01/06/1994,26.4,38.6,106.6,0.8,37.7,41.5,66.6,45.6,19.2,21.4,39.3,247.2
01/07/1994,36.7,28.4,85.1,1.7,29.4,31.6,54.9,40.6,14.9,17.8,33.7,207.2
01/08/1994,41,32.2,103.6,2.1,43.2,49.7,70.5,49.2,20.5,19.6,47.2,262.1
01/09/1994,41.6,26.5,94.6,6.3,29.6,40.3,69.4,48,19.2,19.3,33.8,245.2
01/10/1994,49.4,31.9,108.1,6.4,38.7,47.1,60.3,49.7,19.4,17.2,32.2,233.5
01/11/1994,54.3,33.9,119.7,8.5,49.7,66.7,61.8,55.7,20.1,19.4,36.7,250.1
01/12/1994,49.7,38.5,117.1,7.9,50.3,59.9,64.5,47.4,19,17.8,52.8,258.5
01/01/1995,20.2,37.8,85.5,12.7,39.5,52.7,49.5,50.6,18.6,13.1,30.9,214.8
01/02/1995,23.4,42.9,88.2,11.1,72,87.3,68.9,58.4,16,14.7,32.8,244
01/03/1995,32,58.2,118.9,16.6,70,91.4,75.2,72.3,20.9,19.7,82.9,330.7
01/04/1995,42.1,35.4,98.9,12.5,41.6,56.2,63.7,61.6,15.1,19,60.7,271.6
01/05/1995,33.8,46.5,107.5,13.1,58.7,79.1,72.9,66.7,21.8,19.7,53.5,298.8
01/06/1995,38.9,44.1,109.8,12.1,36.4,49.6,67.2,81.2,22.2,18.5,50.4,307.1
01/07/1995,49.3,39.8,121.4,16,34.3,54,72.9,73,26.4,16.9,45.4,297.8
01/08/1995,36.7,35.6,100.7,14.3,36.6,55.5,84.4,83.6,23.6,16.9,45,333.2
01/09/1995,37.4,35.4,101.9,16.9,14.7,40.2,73.7,72.6,24.2,17.7,62,318.2
01/10/1995,41.6,33.4,97.5,15.3,20.2,41.4,79.1,71.1,24.8,17.6,47.1,315.6
01/11/1995,45.5,34.8,107.1,11.8,14.1,31.5,78.1,70.9,24.4,16.2,40.8,310.1
01/12/1995,30.2,32.9,91.2,16.3,14.2,34.1,59.6,66.8,16.5,13.1,39.4,263.8
01/01/1996,33.7,46.5,102.3,24.1,14.3,42.1,51.7,50.4,16.5,12.5,28,216.7
01/02/1996,37.2,45.8,101.5,13,17.8,39.9,59.9,60.8,15.9,10.4,53.6,266
01/03/1996,40.5,58.1,125,27.2,22.8,54.6,64.5,75.9,16.6,12.1,51.1,289.9
01/04/1996,44.1,60.2,132,28.3,10.7,46.6,64.3,78.1,15.9,12.5,63.2,299.8
01/05/1996,44.8,42,114.7,23.5,18.5,45.6,66.1,78.7,17.5,12.9,40,292.4
01/06/1996,46.1,42.5,114.4,16.4,13.8,37.2,59.6,72.8,16.5,11.1,32.9,261.5
01/07/1996,41.6,44.8,110.6,13.3,8.7,27,71.8,86.7,21.4,10.8,36.1,307.5
01/08/1996,7.7,37.2,61,11.3,14.8,32.1,68.9,75.5,16.7,9.5,47.3,285.1
01/09/1996,40.9,41.9,96.9,12.1,13.8,31.3,65.3,78.7,19.8,11.7,41.5,284.1
01/10/1996,45.2,32.4,94.5,15.5,15.6,34.5,59.8,84.1,19.7,9.6,49,294.1
01/11/1996,46.6,30.4,99.7,14.3,15.7,35.7,64.4,71.1,23.9,10.4,76.7,316.5
01/12/1996,30.7,28.2,81.4,5.3,7.9,19.5,64.2,81.9,22.5,12.3,48.7,316
01/01/1997,22.2,31.6,69.3,16.2,11.5,29.5,56.7,70.2,19.8,6.7,38.4,245.2
