<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.08.28	1.11769	1.12514	1.11224	1.11538	427353	0	15
2016.09.04	1.11566	1.13264	1.11388	1.12305	429521	0	16
2016.09.11	1.12355	1.12829	1.11487	1.11558	493596	0	16
2016.09.18	1.11521	1.12565	1.11224	1.12252	463380	0	16
2016.09.25	1.12290	1.12783	1.11526	1.12402	446020	0	16
2016.10.02	1.12275	1.12434	1.11036	1.12010	455814	0	16
2016.10.09	1.11786	1.12026	1.09699	1.09702	442152	0	15
2016.10.16	1.09681	1.10385	1.08585	1.08826	347607	0	14
2016.10.23	1.08814	1.09910	1.08502	1.09858	398379	0	16
2016.10.30	1.09838	1.11391	1.09352	1.11385	421875	0	16
2016.11.06	1.10593	1.12988	1.08296	1.08555	653495	0	16
2016.11.13	1.08316	1.08405	1.05684	1.05869	605029	0	16
2016.11.20	1.05921	1.06572	1.05172	1.05889	564651	0	16
2016.11.27	1.06075	1.06891	1.05519	1.06607	584613	0	16
2016.12.04	1.06611	1.08730	1.05051	1.05599	546550	0	16
2016.12.11	1.05317	1.06691	1.03656	1.04492	575670	0	16
2016.12.18	1.04372	1.04986	1.03515	1.04553	438783	0	16
2016.12.25	1.04644	1.06517	1.03713	1.05282	398611	0	16
2017.01.01	1.05143	1.06207	1.03395	1.05309	517624	0	16
2017.01.08	1.05296	1.06839	1.04530	1.06400	588316	0	16
2017.01.15	1.06036	1.07186	1.05784	1.06991	609122	0	16
2017.01.22	1.07004	1.07741	1.06568	1.06958	529062	0	16
2017.01.29	1.07200	1.08281	1.06195	1.07853	455057	0	0
2017.02.05	1.07892	1.07905	1.06069	1.06392	176647	0	0
2017.02.12	1.06275	1.06786	1.05205	1.06093	165012	0	0
2017.02.19	1.06075	1.06320	1.04929	1.05608	167553	0	0
2017.02.26	1.05628	1.06300	1.04941	1.06214	174549	0	0
2017.03.05	1.06086	1.06983	1.05243	1.06737	163190	0	0
2017.03.12	1.06844	1.07815	1.05992	1.07387	165975	0	0
2017.03.19	1.07385	1.08239	1.07185	1.07971	151546	0	0
2017.03.26	1.08381	1.09053	1.06507	1.06570	149791	0	0
2017.04.02	1.06597	1.06884	1.05799	1.05895	141287	0	0
2017.04.09	1.05875	1.06768	1.05691	1.06099	123082	0	0
2017.04.16	1.06161	1.07768	1.06020	1.07235	130633	0	0
2017.04.23	1.09184	1.09500	1.08200	1.08977	183708	0	0
2017.04.30	1.09097	1.09986	1.08741	1.09980	141489	0	0
2017.05.07	1.10192	1.10213	1.08384	1.09316	154361	0	0
2017.05.14	1.09299	1.12110	1.09219	1.12069	163120	0	0
2017.05.21	1.11950	1.12675	1.11598	1.11782	171202	0	0
2017.05.28	1.11694	1.12844	1.11087	1.12798	147193	0	0
2017.06.04	1.12720	1.12834	1.11656	1.11954	173503	0	0
2017.06.11	1.12067	1.12951	1.11315	1.11949	152016	0	0
2017.06.18	1.12056	1.12120	1.11182	1.11923	122129	0	0
2017.06.25	1.11967	1.14446	1.11710	1.14203	175766	0	0
2017.07.02	1.14181	1.14392	1.13116	1.14000	149921	0	0
2017.07.09	1.13957	1.14888	1.13697	1.14665	156345	0	0
2017.07.16	1.14727	1.16822	1.14340	1.16625	171306	0	0
2017.07.23	1.16631	1.17760	1.16117	1.17489	191728	0	0
2017.07.30	1.17460	1.19094	1.17223	1.17723	187055	0	0
2017.08.06	1.17717	1.18464	1.16881	1.18206	498565	0	16
2017.08.13	1.18206	1.18377	1.16616	1.17584	602419	0	16
2017.08.20	1.17536	1.19406	1.17304	1.19211	505163	0	16
2017.08.27	1.19431	1.20695	1.18222	1.18604	746025	0	16
2017.09.03	1.18835	1.20917	1.18675	1.20312	746281	0	16
2017.09.10	1.20148	1.20287	1.18370	1.19453	588263	0	14
2017.09.17	1.19206	1.20328	1.18605	1.19462	599589	0	16
2017.09.24	1.18976	1.19357	1.17163	1.18132	579914	0	14
2017.10.01	1.17882	1.18143	1.16687	1.17326	489720	0	16
2017.10.08	1.17269	1.18790	1.17187	1.18198	452291	0	16
2017.10.15	1.18119	1.18574	1.17294	1.17788	481038	0	16
2017.10.22	1.17638	1.18360	1.15736	1.16078	545257	0	16
2017.10.29	1.16093	1.16894	1.15930	1.16073	502759	0	16
2017.11.05	1.16064	1.16772	1.15533	1.16633	464429	0	16
2017.11.12	1.16566	1.18594	1.16366	1.17882	486187	0	16
2017.11.19	1.17834	1.19437	1.17122	1.19309	449662	0	16
2017.11.26	1.19233	1.19603	1.18082	1.19020	434545	0	15
2017.12.03	1.18610	1.18778	1.17293	1.17724	459415	0	15
2017.12.10	1.17643	1.18618	1.17167	1.17492	429512	0	15
2017.12.17	1.17401	1.19010	1.17367	1.18619	410180	0	15
2017.12.24	1.18671	1.20247	1.18458	1.20011	221727	0	15
2017.12.31	1.20276	1.20883	1.20005	1.20287	304829	0	15
2018.01.07	1.20266	1.22182	1.19148	1.22037	535619	0	15
2018.01.14	1.21932	1.23223	1.21644	1.22173	654564	0	15
2018.01.21	1.22691	1.25369	1.22131	1.24282	790001	0	15
2018.01.28	1.24237	1.25216	1.23339	1.24549	802095	0	15
2018.02.04	1.24342	1.24741	1.22046	1.22507	881160	0	15
2018.02.11	1.22473	1.25545	1.22342	1.24098	633526	0	15
2018.02.18	1.24006	1.24344	1.22589	1.22938	553790	0	15
2018.02.25	1.22925	1.23544	1.21538	1.23178	587118	0	15
2018.03.04	1.23335	1.24454	1.22680	1.23044	627874	0	15
2018.03.11	1.23095	1.24117	1.22592	1.22875	480055	0	14
2018.03.18	1.22823	1.23877	1.22388	1.23524	485338	0	14
2018.03.25	1.23484	1.24754	1.22831	1.23149	396291	0	15
2018.04.01	1.23176	1.23443	1.22142	1.22792	382252	0	15
2018.04.08	1.22845	1.23954	1.22594	1.23264	434470	0	15
2018.04.15	1.23301	1.24129	1.22487	1.22864	382144	0	15
2018.04.22	1.22709	1.22887	1.20545	1.21284	458322	0	15
2018.04.29	1.21229	1.21379	1.19100	1.19616	551333	0	15
2018.05.06	1.19545	1.19773	1.18219	1.19379	510619	0	15
2018.05.13	1.19418	1.19953	1.17491	1.17694	571648	0	15
2018.05.20	1.17695	1.18291	1.16442	1.16481	597219	0	15
2018.05.27	1.16820	1.17275	1.15091	1.16586	671131	0	14
2018.06.03	1.16572	1.18390	1.16518	1.17681	507915	0	15
2018.06.10	1.17712	1.18505	1.15425	1.16057	494219	0	14
2018.06.17	1.15865	1.16742	1.15071	1.16552	524025	0	14
2018.06.24	1.16646	1.17196	1.15264	1.16833	579786	0	14
2018.07.01	1.16702	1.17671	1.15905	1.17413	430230	0	14
2018.07.08	1.17389	1.17900	1.16121	1.16843	447120	0	14
2018.07.15	1.16891	1.17439	1.15741	1.17201	525399	0	14
2018.07.22	1.17260	1.17499	1.16196	1.16546	427874	0	14
2018.07.29	1.16564	1.17453	1.15594	1.15656	399074	0	14
2018.08.05	1.15681	1.16274	1.13872	1.14070	277653	0	14
2018.08.12	1.13718	1.14441	1.13002	1.14374	349911	0	15
2018.08.19	1.14365	1.16391	1.13935	1.16204	309807	0	15
2018.08.26	1.16148	1.17328	1.15838	1.16019	315627	0	14
2018.09.02	1.15943	1.16585	1.15295	1.15522	297725	0	14
2018.09.09	1.15477	1.17209	1.15253	1.16217	266814	0	14
2018.09.16	1.16227	1.18020	1.16173	1.17536	290222	0	14
2018.09.23	1.17433	1.18143	1.15688	1.16019	322083	0	14
2018.09.30	1.16155	1.16242	1.14626	1.15177	355640	0	14
2018.10.07	1.15207	1.16097	1.14315	1.15571	367166	0	14
2018.10.14	1.15378	1.16206	1.14323	1.15138	334746	0	14
2018.10.21	1.15156	1.15493	1.13350	1.14020	338655	0	15
2018.10.28	1.13886	1.14550	1.13014	1.13858	332399	0	15
2018.11.04	1.13852	1.14990	1.13156	1.13330	371557	0	15
2018.11.11	1.13186	1.14197	1.12148	1.14131	402941	0	15
2018.11.18	1.14104	1.14716	1.13269	1.13309	267659	0	15
2018.11.25	1.13368	1.14009	1.12664	1.13158	323524	0	15
2018.12.02	1.13489	1.14228	1.13098	1.13959	345842	0	16
2018.12.09	1.13895	1.14420	1.12689	1.13038	363280	0	16
2018.12.16	1.12994	1.14852	1.12977	1.13664	394887	0	16
2018.12.23	1.13685	1.14720	1.13419	1.14398	282837	0	16
2018.12.30	1.14330	1.14923	1.13083	1.13952	312737	0	16
2019.01.06	1.13944	1.15691	1.13942	1.14633	357507	0	16
2019.01.13	1.14571	1.14890	1.13525	1.13608	340344	0	16
2019.01.20	1.13594	1.14170	1.12885	1.14047	300464	0	16
2019.01.27	1.13997	1.15135	1.13894	1.14523	339647	0	16
2019.02.03	1.14502	1.14597	1.13203	1.13210	248541	0	16
2019.02.10	1.13181	1.13407	1.12334	1.12903	253719	0	16
2019.02.17	1.12905	1.13704	1.12748	1.13299	261441	0	16
2019.02.24	1.13330	1.14188	1.13273	1.13620	281206	0	16
2019.03.03	1.13794	1.13811	1.11753	1.12321	275673	0	16
2019.03.10	1.12309	1.13435	1.12211	1.13233	260965	0	16
2019.03.17	1.13197	1.14474	1.12723	1.13003	286624	0	16
2019.03.24	1.12907	1.13307	1.12091	1.12162	310311	0	16
2019.03.31	1.12265	1.12539	1.11830	1.12150	236534	0	16
2019.04.07	1.12147	1.13231	1.12106	1.12977	221016	0	16
2019.04.14	1.13029	1.13229	1.12255	1.12410	202760	0	16
