<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.09.15	9840.676	9844.980	9723.946	9813.518	85209	0	136
2019.09.16	9813.493	9956.125	9766.351	9844.218	85148	0	136
2019.09.17	9844.202	9973.608	9771.716	9886.765	85169	0	136
2019.09.18	9886.742	10093.694	9838.608	9952.523	85290	0	137
2019.09.19	9952.474	10467.281	9940.357	10461.617	85251	0	139
2019.09.20	10461.611	10631.538	10364.954	10497.403	85328	0	145
2019.09.21	10497.373	10554.420	10352.628	10407.233	85278	0	144
2019.09.22	10407.225	10695.628	10285.863	10670.415	85289	0	144
2019.09.23	10670.348	10759.397	10460.080	10460.080	85337	0	146
2019.09.24	10460.075	10621.587	10322.804	10621.233	85242	0	144
2019.09.25	10621.219	10731.932	10409.820	10492.369	85301	0	145
2019.09.26	10492.358	10853.873	10477.797	10783.926	85245	0	146
2019.09.27	10783.908	10870.348	10564.057	10638.206	85286	0	147
2019.09.28	10638.152	10772.328	10528.263	10590.089	85296	0	147
2019.09.29	10590.084	10690.746	10420.228	10420.228	85236	0	145
2019.09.30	10420.175	10641.422	10405.168	10457.600	85297	0	145
2019.10.01	10457.585	10774.422	10443.925	10691.518	85260	0	146
2019.10.02	10691.486	10741.404	10430.026	10495.215	85293	0	146
2019.10.03	10495.201	10685.632	10462.348	10495.467	85336	0	146
2019.10.04	10495.429	10671.711	10430.522	10671.128	85251	0	146
2019.10.05	10671.091	11075.232	10651.043	11054.852	85286	0	149
2019.10.06	11054.844	11092.339	10930.700	11021.262	85338	0	153
2019.10.07	11021.213	11032.250	10582.634	10582.634	85262	0	148
2019.10.08	10582.611	10653.065	10134.957	10200.772	85244	0	141
2019.10.09	10200.767	10409.192	10181.910	10279.739	85218	0	142
2019.10.10	10279.727	10363.800	10069.162	10172.919	85254	0	141
2019.10.11	10172.914	10339.099	10117.791	10270.302	85259	0	141
2019.10.12	10270.291	10289.255	10101.896	10256.696	85231	0	141
2019.10.13	10256.669	10344.131	10191.542	10243.292	85251	0	142
2019.10.14	10243.262	10373.643	10084.429	10134.378	85205	0	141
2019.10.15	10134.375	10169.887	9993.990	10124.823	85163	0	139
2019.10.16	10124.770	10192.196	9882.067	9884.663	85234	0	138
2019.10.17	9884.645	9998.847	9800.759	9946.926	85213	0	137
2019.10.18	9946.918	10267.141	9910.883	10180.180	85237	0	138
2019.10.19	10180.158	10577.738	10148.241	10553.140	85285	0	142
2019.10.20	10553.119	10566.970	10263.699	10304.451	85231	0	143
2019.10.21	10304.390	10592.195	10278.076	10544.942	85256	0	143
2019.10.22	10544.920	10591.677	10269.086	10482.285	85222	0	143
2019.10.23	10482.262	10525.057	10308.192	10311.126	85315	0	144
