<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2012.05.13	1584.36	1597.50	1526.87	1592.77	439617	0	0
2012.05.20	1590.28	1599.06	1533.23	1572.33	427396	0	0
2012.05.27	1573.80	1629.83	1531.61	1623.68	408298	0	0
2012.06.03	1625.24	1640.73	1553.45	1592.71	482638	0	0
2012.06.10	1547.55	1633.75	1547.55	1626.66	421068	0	0
2012.06.17	1628.70	1633.28	1558.05	1572.12	347037	0	0
2012.06.24	1572.02	1607.03	1547.75	1597.14	271475	0	0
2012.07.01	1598.61	1624.83	1576.18	1583.55	269573	0	0
2012.07.08	1581.79	1601.40	1554.75	1589.04	263199	0	0
2012.07.15	1590.88	1598.93	1567.58	1583.92	276232	0	0
2012.07.22	1581.17	1629.36	1562.96	1622.86	331932	0	0
2012.07.29	1623.23	1627.87	1583.95	1603.13	318814	0	0
2012.08.05	1604.37	1626.35	1602.09	1619.64	233402	0	0
2012.08.12	1620.37	1625.48	1589.74	1615.27	255511	0	0
2012.08.19	1615.40	1674.80	1609.55	1670.14	267015	0	0
2012.08.26	1671.94	1692.76	1645.79	1691.31	249122	0	0
2012.09.02	1690.65	1742.15	1685.30	1735.27	297044	0	0
2012.09.09	1735.06	1777.61	1718.08	1770.04	283212	0	0
2012.09.16	1770.82	1787.40	1751.99	1772.58	211916	0	0
2012.09.23	1771.83	1783.09	1736.25	1771.90	185729	0	0
2012.09.30	1770.81	1795.73	1763.19	1780.32	266194	0	0
2012.10.07	1779.62	1780.03	1752.02	1753.31	271688	0	0
2012.10.14	1754.55	1754.55	1715.87	1721.39	267995	0	0
2012.10.21	1720.21	1729.98	1698.38	1710.95	237155	0	0
2012.10.28	1711.75	1726.83	1674.42	1677.36	162098	0	0
2012.11.04	1676.02	1738.32	1672.46	1730.66	306238	0	0
2012.11.11	1731.37	1737.77	1704.79	1713.43	240123	0	0
2012.11.18	1714.47	1754.10	1713.98	1751.41	256010	0	0
2012.11.25	1751.08	1751.96	1705.70	1714.48	336340	0	0
2012.12.02	1713.16	1722.42	1683.46	1703.94	294674	0	0
2012.12.09	1703.65	1723.23	1689.28	1695.51	383482	0	0
2012.12.16	1696.78	1702.99	1635.39	1656.75	416913	0	0
2012.12.23	1656.67	1667.88	1651.76	1655.58	193435	0	0
2012.12.30	1654.92	1694.74	1625.53	1655.25	317884	0	0
2013.01.06	1656.14	1678.65	1642.60	1662.34	479339	0	0
2013.01.13	1661.77	1696.95	1659.69	1683.73	438666	0	0
2013.01.20	1686.08	1695.88	1655.72	1658.39	371464	0	0
2013.01.27	1658.67	1683.66	1651.72	1666.65	407211	0	0
2013.02.03	1668.23	1684.76	1661.54	1666.85	410873	0	0
2013.02.10	1667.25	1669.38	1597.81	1609.66	441371	0	0
